Part Name,Link,Vendor,Qty,Price Per Unit,Total Item Price,Notes,,,,Current Part List (ignore),,,
XT60 to PCB Connector,https://www.aliexpress.us/item/3256807190011486.html?spm=a2g0o.productlist.main.11.5efdzwYxzwYxlh&algo_pvid=ac10db32-1ce9-4033-8225-e6479e4900c4&algo_exp_id=ac10db32-1ce9-4033-8225-e6479e4900c4-10&pdp_ext_f=%7B%22order%22%3A%22977%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%211.97%210.99%21%21%2113.94%217.01%21%402101df0e17615969055707212e40a0%2112000040483651775%21sea%21US%212678897144%21ACX%211%210%21n_tag%3A-29919%3Bd%3Aff45761e%3Bm03_new_user%3A-29894%3BpisId%3A5000000187462902&curPageLogUid=VTdH76DwQu0A&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005007376326238%7C_p_origin_prod%3A,Aliexpress,1,$1.97,$1.97,,,,,Big Red E-Stop Button,,TRUE,
LED,https://www.aliexpress.us/item/3256803137393104.html?spm=a2g0o.productlist.main.2.73431754vliggy&algo_pvid=07b893a6-c32a-4334-9ab6-2f6e1178ef70&algo_exp_id=07b893a6-c32a-4334-9ab6-2f6e1178ef70-1&pdp_ext_f=%7B%22order%22%3A%22968%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%213.93%210.99%21%21%213.93%210.99%21%4021033d5017615991743176836e6a31%2112000025211444652%21sea%21US%212678897144%21ACX%211%210%21n_tag%3A-29919%3Bd%3Aff45761e%3Bm03_new_user%3A-29894%3BpisId%3A5000000187462902&curPageLogUid=b62xWcd5ozFc&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005003323707856%7C_p_origin_prod%3A,Aliexpress,1,$3.93,$3.93,For PCB,,,,,,FALSE,
1x3 Headers,https://www.aliexpress.us/item/2255800801798474.html?spm=a2g0o.productlist.main.1.22ea100ateGlLs&algo_pvid=67e01338-8cfb-4afd-ae1a-0e4c5a3001ab&algo_exp_id=67e01338-8cfb-4afd-ae1a-0e4c5a3001ab-0&pdp_ext_f=%7B%22order%22%3A%221892%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%211.45%210.99%21%21%211.45%210.99%21%402101f41a17616012132762711ecfad%2110000013202368848%21sea%21US%212678897144%21ACX%211%210%21n_tag%3A-29919%3Bd%3Aff45761e%3Bm03_new_user%3A-29894%3BpisId%3A5000000187462902&curPageLogUid=KULvQdnglpAk&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A4000988113226%7C_p_origin_prod%3A,Aliexpress,1,$1.62,$1.62,1x3 Headers for Servo,,,,,,FALSE,
1x6 Headers,https://www.aliexpress.us/item/2255800801798474.html?spm=a2g0o.productlist.main.1.22ea100ateGlLs&algo_pvid=67e01338-8cfb-4afd-ae1a-0e4c5a3001ab&algo_exp_id=67e01338-8cfb-4afd-ae1a-0e4c5a3001ab-0&pdp_ext_f=%7B%22order%22%3A%221892%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%211.45%210.99%21%21%211.45%210.99%21%402101f41a17616012132762711ecfad%2110000013202368848%21sea%21US%212678897144%21ACX%211%210%21n_tag%3A-29919%3Bd%3Aff45761e%3Bm03_new_user%3A-29894%3BpisId%3A5000000187462902&curPageLogUid=KULvQdnglpAk&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A4000988113226%7C_p_origin_prod%3A,Aliexpress,1,$1.62,$1.62,1x6 Header for the Expansion Slot on PCB,,,,Electronics,,FALSE,
JST-XH-4Pin Connectors,https://www.aliexpress.us/item/3256806894018733.html?spm=a2g0o.productlist.main.1.4166e8qoe8qoOS&algo_pvid=5b718295-44d9-4053-bf77-2c4a18f12dd4&algo_exp_id=5b718295-44d9-4053-bf77-2c4a18f12dd4-0&pdp_ext_f=%7B%22order%22%3A%221341%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%211.81%210.99%21%21%211.81%210.99%21%402101f41a17616061857867006ecfc6%2112000039333381516%21sea%21US%212678897144%21ACX%211%210%21n_tag%3A-29919%3Bd%3Aff45761e%3Bm03_new_user%3A-29894%3BpisId%3A5000000187462902&curPageLogUid=TLIAWzMVtzoH&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005007080333485%7C_p_origin_prod%3A,Aliexpress,1,$2.41,$2.41,Stepper Connectors for the PCB,,,,,,FALSE,
6 Pin Screw Terminal,https://www.aliexpress.us/item/3256802765387985.html?spm=a2g0o.productlist.main.2.75f56cWL6cWLg4&algo_pvid=4740e2a2-e712-42a3-ae24-023acd3412e1&algo_exp_id=4740e2a2-e712-42a3-ae24-023acd3412e1-1&pdp_ext_f=%7B%22order%22%3A%22985%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%212.21%210.99%21%21%212.21%210.99%21%402101d25f17616066709552887e5fd3%2112000022933125596%21sea%21US%212678897144%21ACX%211%210%21n_tag%3A-29919%3Bd%3Aff45761e%3Bm03_new_user%3A-29894%3BpisId%3A5000000187462902&curPageLogUid=IgnuE5tFisnK&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005002951702737%7C_p_origin_prod%3A,Aliexpress,1,$2.98,$2.98,For TB6600 Data Connector,,,,Esp 32,,TRUE,
220R Resistor for LED,https://www.aliexpress.us/item/2251832766343175.html?spm=a2g0o.productlist.main.4.5a614DmT4DmTok&algo_pvid=c621e3d1-1911-4caf-9a0c-841252497ea9&algo_exp_id=c621e3d1-1911-4caf-9a0c-841252497ea9-3&pdp_ext_f=%7B%22order%22%3A%222977%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%211.28%210.99%21%21%219.03%216.98%21%402101f70717616838953911649e3fea%2166353322862%21sea%21US%212678897144%21ACX%211%210%21n_tag%3A-29919%3Bd%3A50097792%3Bm03_new_user%3A-29894%3BpisId%3A5000000187462900&curPageLogUid=BYePsJeal4NR&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A32952657927%7C_p_origin_prod%3A,Aliexpress,1,$1.32,$1.32,,,,,Buck convertor,,TRUE,
0.1uF Capacitor for Drivers,https://www.digikey.com/en/products/detail/kemet/C0805C104K5RACTU/411169,DigiKey,3,$0.08,$0.24,4.99 shipping for DigiKey. Included in total,,,,JST-XH 4-pin extension cables,,FALSE,
100uF Capacitor for Drivers,https://www.digikey.com/en/products/detail/rubycon/35ZLH100MEFC6-3X11/3134256,DigiKey,3,$0.32,$0.96,,,,,,,FALSE,
SS54 Input Diode,https://www.digikey.com/en/products/detail/shenzhen-slkormicro-semicon-co-ltd/SS54/21853075,DigiKey,1,$0.18,$0.18,,,,,,,FALSE,
M3 M4 Hardware,https://www.aliexpress.us/item/2255799852960451.html?spm=a2g0o.cart.0.0.791738da5j61gi&mp=1&pdp_npi=5%40dis%21USD%21USD%2032.57%21USD%2012.05%21%21USD%2012.05%21%21%21%402103212317630065239311835e67a3%2112000016734713045%21ct%21US%212678897144%21%211%210&_gl=1*1eauquy*_gcl_aw*R0NMLjE3NjMwMDY0MjYuQ2p3S0NBaUFfZERJQmhCNkVpd0F2emMxY0Vyb1lPaTZDVS1VRmhteld6ZFRkQkJOVHY3YzRncWpBbzVzamxwRG1PdEF2N044dzNtNW94b0NndXdRQXZEX0J3RQ..*_gcl_dc*R0NMLjE3NjMwMDY0MjYuQ2p3S0NBaUFfZERJQmhCNkVpd0F2emMxY0Vyb1lPaTZDVS1VRmhteld6ZFRkQkJOVHY3YzRncWpBbzVzamxwRG1PdEF2N044dzNtNW94b0NndXdRQXZEX0J3RQ..*_gcl_au*MTAxODg5MzUxMi4xNzU3NDM1NDU2*_ga*NjEwMjYxMTEwLjE3NjMwMDY1MjA.*_ga_VED1YSGNC7*czE3NjMwMDY1MjAkbzEkZzAkdDE3NjMwMDY1MjAkajYwJGwwJGgw&gatewayAdapt=glo2usa,Aliexpress,1,$14.00,$14.00,All the fasteners needed for the arm,,,,,,FALSE,
Heat Sunk Inserts,https://www.amazon.com/Inserts-3D-Printing-Accessories-Compatible-Soldering-Threaded/dp/B0CDRZN4B2/ref=sr_1_6?crid=2NMVAIRBHF4A4&dib=eyJ2IjoiMSJ9.ItHSBI9UHXVj3vuF34H3G9Acmw-R6WqcRqw4IRTMh3ExpV-vMSdNE7qyvO2jHa5eJnm2xuy7ZIakP1gNsHXR7DWnfQBIUe3FfE94WzSZ7T14lRPNoLocb07X--rpFTN-6BVNGBFibCWnhly_7H5QDM2bh3uDMP2Ttrk6Km6oVmKm2Gi327nPxhPV45aV5x5VXQCDY3yc_QOV91hDCmom0dcavKIBwiNerehrM7N4jcU.uAdxrbSixzmyoVdPW7UfdlTA34W1XTCdjPub5PWidUk&dib_tag=se&keywords=heat%2Bsink%2Binserts%2Bm4%2Bwith%2Btip&qid=1762645024&sprefix=heat%2Bsink%2Binserts%2Bm4%2Bwith%2Bti%2Caps%2C109&sr=8-6&th=1,Amazon,1,$8.99,$8.99,For all the hardware to plastic connections,,,,,,FALSE,
Jumper Cables,https://www.amazon.com/California-JOS-Breadboard-Optional-Multicolored/dp/B0BRTJXND9/ref=sr_1_6?crid=XLKBVPZGM3FE&dib=eyJ2IjoiMSJ9.tjHxIQLJsk16_0YVtUGN6Tqnr8euWNsWVjpSaq5RQka6sg86nvqlo35rvGkDuTYjeDtZvtkcmPNVyKZqFX1txUew_jckRw-ZoxC8rjajD_nF_JYq4qXAt-0bJ3wxrcp9q0IGM9C16zZcvz8Xfu_QuDBfeSUEfbHhou3SJa9IPJb_bgMhgiMWOaZ-iaM1NLbqhCWyP8NFf1yiO7tlRjXIdIoh6xoIo6DJjtPWRn4hRwQ.cY-53vIn8yCoEzmBem9GmhWFMvd6uwj-3e-G75prcrw&dib_tag=se&keywords=arduino%2Bjumper%2Bcables&qid=1762643290&sprefix=arduino%2Bjumper%2Bcable%2Caps%2C171&sr=8-6&th=1,Amazon,1,$5.97,$5.97,,,,,,,FALSE,
18 AWG Wire,https://www.aliexpress.us/item/3256806379805687.html?spm=a2g0o.productlist.0.0.768cxH1zxH1zIv&mp=1&pdp_npi=5%40dis%21USD%21USD%202.41%21USD%200.99%21%21USD%200.99%21%21%21%402101eecd17626436590908299e3727%2112000037691464121%21ct%21US%212678897144%21%211%210&_gl=1*1exc9dl*_gcl_aw*R0NMLjE3NjE4Nzk0MTUuQ2owS0NRandtWXpJQmhDNkFSSXNBSEEzSWtUU3B6c045cnBObllUWFBEMG1yN2FjdDdEVEdPNHVZSTJoMDdIWXRvT1JPeHM3Q0l6TmxmVWFBcXN3RUFMd193Y0I.*_gcl_dc*R0NMLjE3NjE4Nzk0MTUuQ2owS0NRandtWXpJQmhDNkFSSXNBSEEzSWtUU3B6c045cnBObllUWFBEMG1yN2FjdDdEVEdPNHVZSTJoMDdIWXRvT1JPeHM3Q0l6TmxmVWFBcXN3RUFMd193Y0I.*_gcl_au*MTAxODg5MzUxMi4xNzU3NDM1NDU2*_ga*MTIxODY4MTEzMi4xNzYyNTc1NTQx*_ga_VED1YSGNC7*czE3NjI2NDA5MzgkbzQkZzEkdDE3NjI2NDM2NTckajU4JGwwJGgw&gatewayAdapt=glo2usa,Aliexpress,1,$2.41,$2.41,Needed to connect the E-Stop,,,,,,FALSE,
Heat Shrink Wrap,https://www.aliexpress.us/item/3256807959988149.html?spm=a2g0o.cart.0.0.6cd938da6gqILu&mp=1&pdp_npi=5%40dis%21USD%21USD%202.79%21USD%202.79%21%21USD%202.79%21%21%21%40210328db17626432203441976eb805%2112000043985559290%21ct%21US%212678897144%21%211%210&_gl=1*oxkymd*_gcl_aw*R0NMLjE3NjE4Nzk0MTUuQ2owS0NRandtWXpJQmhDNkFSSXNBSEEzSWtUU3B6c045cnBObllUWFBEMG1yN2FjdDdEVEdPNHVZSTJoMDdIWXRvT1JPeHM3Q0l6TmxmVWFBcXN3RUFMd193Y0I.*_gcl_dc*R0NMLjE3NjE4Nzk0MTUuQ2owS0NRandtWXpJQmhDNkFSSXNBSEEzSWtUU3B6c045cnBObllUWFBEMG1yN2FjdDdEVEdPNHVZSTJoMDdIWXRvT1JPeHM3Q0l6TmxmVWFBcXN3RUFMd193Y0I.*_gcl_au*MTAxODg5MzUxMi4xNzU3NDM1NDU2*_ga*MTIxODY4MTEzMi4xNzYyNTc1NTQx*_ga_VED1YSGNC7*czE3NjI2NDA5MzgkbzQkZzEkdDE3NjI2NDMyMjAkajMzJGwwJGgw&gatewayAdapt=glo2usa,Aliexpress,1,$2.79,$2.79,,,,,,,FALSE,
12x12 Piece of Wood,https://www.amazon.com/Plywood-Stronger-Basswood-Cutting-Woodpeckers/dp/B0CLWCM6J2/ref=sr_1_8?crid=1X5CZPURLW05J&dib=eyJ2IjoiMSJ9.aXytj1GDB8KWaBVMgIF8yjknDXbxqomohk4ociKXqoliyGUMMQdCuMv9BS3X7gmhYEAaGrb5jTkXEu27Bmzkn7Nfuh53JtyDLYCMUe-8FFboJUxgPGz6SpLSQEEXqJd7fJOY8O2YpgxjoLGE0hznaJgB2vJtt0W6OzlEY1bujp6GZP2JsvIkIdO72Hjd33hLAM8GwxWTNTyXD4ZQxzdZDpWRH0fFg-YNOCJ-2uAAqHKXT5vo-5iLG0j7VrKSKwmxgMWAfQRev_oVQB1ErBH3Zk7reiRZsLcjIhJcze01L7g.OhukFdCrGn8mtHdZ5SfI5fyTtbPNMOodv-bm8wzwneQ&dib_tag=se&keywords=12x12%2Bpiece%2Bof%2Bwood&qid=1762634687&sprefix=12x12%2Bpiece%2Bof%2Bwoo%2Caps%2C131&sr=8-8&th=1,Amazon,1,$6.44,$6.44,Piece of wood for the base of the robot to screw into and to mount electronics to. Cheapest one I could find,,,,,,FALSE,
M2x6mm Philips Screws,https://www.aliexpress.us/item/3256802119350443.html?spm=a2g0o.productlist.main.3.50771peT1peT5z&algo_pvid=0eda806c-6935-4cdb-9ebb-9465147c8464&algo_exp_id=0eda806c-6935-4cdb-9ebb-9465147c8464-2&pdp_ext_f=%7B%22order%22%3A%22219%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21USD%211.44%210.99%21%21%211.44%210.99%21%402103126e17626409436042935e9d85%2112000020001497615%21sea%21US%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3Aff45761e%3Bm03_new_user%3A-29895%3BpisId%3A5000000187461911&curPageLogUid=bYjfPRmE1l1c&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005002305665195%7C_p_origin_prod%3A,Aliexpress,1,$1.40,$1.40,For mounting the AS5600 Encoders,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
Parts Total,$268.83,,,,,,,,,,,FALSE,
Shipping Total,$4.99,,,,,,,,,,,FALSE,
Subtotal,$273.82,,,,,,,,,,,FALSE,
Tax (Virginia 4.5%),$12.32,,,,,,,,,,,FALSE,
Project Total,$286.14,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
,,,,,,,,,,,,FALSE,
